id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,sector1
P003429,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Research!$!100!$!AR
P006791,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Water supply and sanitation adjustment!$!100!$!WW
P004503,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P008130,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P010206,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Highways!$!100!$!TH
P001387,Africa,Kingdom of Lesotho;Kingdom of Lesotho,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Primary Education!$!100!$!EP
P002595,Africa,Republic of the Sudan;Republic of the Sudan,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P009210,Europe and Central Asia,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P009834,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Forestry!$!100!$!AT
P000701,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P001959,Africa,Republic of Niger;Republic of Niger,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P002918,Africa,Republic of Uganda;Republic of Uganda,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P005269,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other transportation!$!100!$!TY
P006788,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Small scale enterprise!$!100!$!IL
P007986,Latin America and Caribbean,Republic of Peru;Republic of Peru,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Primary Education!$!100!$!EP
P008441,Europe and Central Asia,Hungary;Hungary,PE,Specific Investment Loan,IN,0,Y,L,Closed,(Historic)Other fuels!$!100!$!GY
P002999,Africa,Western Africa;Western Africa,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Hydro!$!100!$!PH
P004898,Middle East and North Africa,People's Democratic Republic of Algeria;People's Democratic Republic of Algeria,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P005044,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Other industry!$!100!$!IY
P005045,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Industrial adjustment!$!100!$!II
P005046,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Small scale enterprise!$!100!$!IL
P005047,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Specific Investment Loan,IN,0,Y,L,Closed,(Historic)Electric power and other energy adjustment!$!100!$!PP
P002589,Africa,Republic of the Sudan;Republic of the Sudan,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Agro-industry and marketing!$!100!$!AM
P005657,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P006780,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P007578,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P008642,Europe and Central Asia,Portuguese Republic;Portuguese Republic,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P008643,Europe and Central Asia,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,0,N,L,Closed,Vocational training!$!100!$!EV
P009823,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Thermal!$!100!$!PT
P000083,Africa,Republic of Benin;Republic of Benin,PE,Specific Investment Loan,IN,0,N,L,Closed,Forestry!$!100!$!AT
P006339,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P006342,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P006782,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P007580,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,0,N,L,Closed,Ports/Waterways!$!100!$!TP
P007985,Latin America and Caribbean,Republic of Peru;Republic of Peru,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P000084,Africa,Republic of Benin;Republic of Benin,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P003278,Africa,Republic of Zimbabwe;Republic of Zimbabwe,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Urban housing!$!100!$!UH
P006784,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Sector Investment and Maintenance Loan,IN,0,Y,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P006785,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Sector Investment and Maintenance Loan,IN,0,Y,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P009443,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P009811,South Asia,Republic of India;Republic of India,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P002402,Africa,Republic of Sierra Leone;Republic of Sierra Leone,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Other Agriculture; Fishing and Forestry!$!43!$!AZ
P003422,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,Vocational training!$!100!$!EV
P003835,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P008954,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P009824,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Thermal!$!100!$!PT
P010204,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Small scale enterprise!$!100!$!IL
P000863,Africa,Republic of Ghana;Republic of Ghana,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Perennial crops!$!100!$!AP
P001500,Africa,Republic of Madagascar;Republic of Madagascar,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P002211,Africa,Republic of Rwanda;Republic of Rwanda,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P004733,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P009815,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P001957,Africa,Republic of Niger;Republic of Niger,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P002053,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P004271,East Asia and Pacific,Malaysia;Malaysia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P008955,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P010203,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P003044,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P003420,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P004501,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Urban management!$!100!$!UM
P008950,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P000609,Middle East and North Africa,Republic of Djibouti;Republic of Djibouti,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P000637,Africa,Republic of Equatorial Guinea;Republic of Equatorial Guinea,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P003829,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P003832,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P006078,Latin America and Caribbean,Barbados;Barbados,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P009440,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Vocational training!$!100!$!EV
P000085,Africa,Republic of Benin;Republic of Benin,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P001290,Africa,Republic of Kenya;Republic of Kenya,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P003423,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P004110,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Tertiary Education!$!100!$!ET
P005658,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban transport!$!100!$!TU
P007579,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Other transportation!$!100!$!TY
P010202,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P000268,Africa,Burkina Faso;Burkina Faso,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Mining and other extractive!$!100!$!NN
P001386,Africa,Kingdom of Lesotho;Kingdom of Lesotho,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P005267,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P005791,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Oil and gas transportation!$!100!$!GP
P008644,Europe and Central Asia,Portuguese Republic;Portuguese Republic,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Industrial restructuring!$!100!$!IR
P009813,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P005561,Middle East and North Africa,Syrian Arab Republic;Syrian Arab Republic,PE,Specific Investment Loan,IN,0,N,L,Closed,Sewerage!$!100!$!WS
P007363,Latin America and Caribbean,Republic of Honduras;Republic of Honduras,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Water supply and sanitation adjustment!$!100!$!WW
P007439,Latin America and Caribbean,Jamaica;Jamaica,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Other water supply and sanitation!$!100!$!WY
P007440,Latin America and Caribbean,Jamaica;Jamaica,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P008072,Latin America and Caribbean,St. Vincent and the Grenadines;St. Vincent and the Grenadines,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P009439,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P010200,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Electric power and other energy adjustment!$!100!$!PP
P010201,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P000145,Africa,Republic of Botswana;Republic of Botswana,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P000807,Africa,Republic of The Gambia;Republic of The Gambia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P003046,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Railways!$!100!$!TW
P004500,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Highways!$!100!$!TH
P005532,Middle East and North Africa,Sultanate of Oman;Sultanate of Oman,PE,Specific Investment Loan,IN,0,N,L,Closed,Primary Education!$!100!$!EP
P006338,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Primary Education!$!100!$!EP
P007437,Latin America and Caribbean,Jamaica;Jamaica,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P009819,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Fertilizer and other chemicals!$!100!$!IC
P009822,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Hydro!$!100!$!PH
P009826,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Railways!$!100!$!TW
P002911,Africa,Republic of Uganda;Republic of Uganda,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P000980,Africa,Republic of Guinea-Bissau;Republic of Guinea-Bissau,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P001292,Africa,Republic of Kenya;Republic of Kenya,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Highways!$!100!$!TH
P003424,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P003837,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P005871,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other education!$!100!$!EY
P008359,Europe and Central Asia,Republic of Cyprus;Republic of Cyprus,PE,Specific Investment Loan,IN,0,N,L,Closed,Sewerage!$!100!$!WS
P009442,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P000587,Africa,Union of the Comoros;Union of the Comoros,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P001035,Africa,Republic of Guinea;Republic of Guinea,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P002461,Africa,Somali Democratic Republic;Somali Democratic Republic,PE,Specific Investment Loan,IN,0,N,L,Closed,Fisheries!$!100!$!AF
P002462,Africa,Somali Democratic Republic;Somali Democratic Republic,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
